Representative,ReportDate,TransactionDate,Ticker,Transaction,Range,House,Amount,Party,last_modified
Kathy Manning,2024-01-12,2023-12-12,PYPL,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-15
Kathy Manning,2024-01-12,2023-12-12,CFG,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-15
Kathy Manning,2024-01-12,2023-12-12,CFG,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-15
Kathy Manning,2024-01-12,2023-12-12,DIS,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-15
Kathy Manning,2024-01-12,2023-12-12,DIS,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-15
Kathy Manning,2024-01-12,2023-12-12,PFE,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-15
Kathy Manning,2024-01-12,2023-12-12,PYPL,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-15
Kathy Manning,2024-01-12,2023-12-12,EL,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-15
Kathy Manning,2024-01-12,2023-12-12,DIS,Sale,"$15,001 - $50,000",Representatives,15001.0,D,2024-01-15
Kathy Manning,2024-01-12,2023-12-12,PFE,Sale,"$15,001 - $50,000",Representatives,15001.0,D,2024-01-15
Kathy Manning,2024-01-12,2023-12-12,EL,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-15
Kathy Manning,2024-01-12,2023-12-12,MDT,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-15
John Hickenlooper,2024-01-11,2023-12-13,CMG,Sale (Partial),"$100,001 - $250,000",Senate,100001.0,D,2024-01-11
Richard W. Allen,2024-01-11,2023-12-21,ALB,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-12
Richard W. Allen,2024-01-11,2023-12-21,ALB,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-12
Richard W. Allen,2024-01-11,2023-12-21,NEE,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2024-01-12
Richard W. Allen,2024-01-11,2023-12-14,SCHW,Purchase,"$50,001 - $100,000",Representatives,50001.0,R,2024-01-12
Bill Hagerty,2024-01-10,2023-12-27,DDOG,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2024-01-11
James French Hill,2024-01-10,2023-12-29,SCHW,Sale,"$50,001 - $100,000",Representatives,50001.0,R,2024-01-11
James French Hill,2024-01-10,2023-12-29,PYPL,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2024-01-11
John Boozman,2024-01-08,2023-12-20,LRCX,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2024-01-08
John Boozman,2024-01-08,2023-12-20,PFE,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2024-01-08
John Boozman,2024-01-08,2023-12-12,PALL,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2024-01-08
John Boozman,2024-01-08,2023-12-12,GBIL,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2024-01-08
John Boozman,2024-01-08,2023-12-12,PALL,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2024-01-08
Michael C. Burgess,2024-01-08,2023-12-15,UPS,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-09
Michael C. Burgess,2024-01-08,2023-12-15,UPS,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-09
Lloyd Doggett,2024-01-08,2023-12-15,KO,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Michael C. Burgess,2024-01-08,2023-12-14,UPS,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-09
Lloyd Doggett,2024-01-08,2023-12-14,HD,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Michael C. Burgess,2024-01-08,2023-12-14,UPS,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-09
Lloyd Doggett,2024-01-08,2023-12-12,PPG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Lloyd Doggett,2024-01-08,2023-12-11,IBM,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Lloyd Doggett,2024-01-08,2023-12-05,JNJ,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-29,NOC,Purchase,"$15,001 - $50,000",Representatives,15001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-21,DBSDY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-21,LZAGY,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-20,INTA,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-20,LOPE,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-20,MA,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-20,AMD,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-20,TPH,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-20,UMBF,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-20,HLI,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-20,COP,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-14,ORCL,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-11,EW,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-11,XNGSY,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-11,PNGAY,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-11,PTEN,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-11,PYCR,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-11,ALGM,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-11,ON,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-11,SSDOY,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-11,LOW,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-11,BAP,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-11,SHLS,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-11,ALNY,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-11,GTLS,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-11,HSHCY,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-11,OCFC,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-11,HELE,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-11,DHI,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-07,BNTX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-06,FANUY,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-06,BNTX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-06,SONY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-05,SBGSY,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-05,LZAGY,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-05,BNTX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-05,PPRUY,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Josh Gottheimer,2024-01-07,2023-12-04,MNST,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Laurel Mrs Lee,2024-01-04,2023-12-29,BABA,Sale,"$100,001 - $250,000",Representatives,100001.0,R,2024-01-09
Virginia Foxx,2024-01-04,2023-12-19,DUK$A,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-09
Virginia Foxx,2024-01-04,2023-12-14,EFC$D,Exchange,"$15,001 - $50,000",Representatives,15001.0,R,2024-01-09
Earl Blumenauer,2024-01-04,2023-12-13,ALK,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Steve Cohen,2024-01-04,2023-12-11,KD,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Steve Cohen,2024-01-04,2023-12-11,DTRUY,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2024-01-09
Virginia Foxx,2024-01-04,2023-12-08,CRT,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-09
Earl Blumenauer,2024-01-04,2023-12-07,DEO,Purchase,"$15,001 - $50,000",Representatives,15001.0,D,2024-01-09
Virginia Foxx,2024-01-04,2023-12-04,FLNG,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2024-01-09
Thomas R. Carper,2024-01-03,2023-12-18,XCEM,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2024-01-03
Thomas R. Carper,2024-01-03,2023-12-18,FDRR,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2024-01-03
Thomas R. Carper,2024-01-03,2023-12-18,SBPYX,Purchase,"$15,001 - $50,000",Senate,15001.0,D,2024-01-03
Thomas R. Carper,2024-01-03,2023-12-18,SMDV,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2024-01-03
Thomas R. Carper,2024-01-03,2023-12-18,XCEM,Purchase,"$15,001 - $50,000",Senate,15001.0,D,2024-01-03
Thomas R. Carper,2024-01-03,2023-12-14,HDGE,Sale (Full),"$15,001 - $50,000",Senate,15001.0,D,2024-01-03
Thomas R. Carper,2024-01-03,2023-12-14,HDGE,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D,2024-01-03
Thomas R. Carper,2024-01-03,2023-12-14,HDGE,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D,2024-01-03
Thomas R. Carper,2024-01-03,2023-12-11,FNF,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D,2024-01-03
Thomas R. Carper,2024-01-03,2023-12-11,GLPI,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2024-01-03
Thomas R. Carper,2024-01-03,2023-12-11,FLNG,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2024-01-03
Thomas R. Carper,2024-01-03,2023-12-11,SBUX,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2024-01-03
Thomas R. Carper,2024-01-03,2023-12-11,DGX,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,D,2024-01-03
Thomas R. Carper,2024-01-03,2023-12-11,AGX,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D,2024-01-03
Thomas R. Carper,2024-01-03,2023-12-11,VLO,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2024-01-03
Thomas R. Carper,2024-01-03,2023-12-11,KMB,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2024-01-03
Thomas R. Carper,2024-01-03,2023-12-11,MOS,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,D,2024-01-03
Thomas R. Carper,2024-01-03,2023-12-11,TSM,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,D,2024-01-03
Thomas R. Carper,2024-01-03,2023-12-11,IRM,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,D,2024-01-03
Thomas R. Carper,2024-01-03,2023-12-11,URA,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,D,2024-01-03
Thomas R. Carper,2024-01-03,2023-12-11,FMC,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2024-01-03
Markwayne Mullin,2023-12-28,2023-12-05,VLTO,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2023-12-29
Pete Sessions,2023-12-28,2023-12-28,CCI,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2023-12-30
Pete Sessions,2023-12-26,2023-12-15,BUI,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2023-12-27
Pete Sessions,2023-12-26,2023-12-06,NVDA,Purchase,$456.00,Representatives,456.0,R,2023-12-27
Shelley Moore Capito,2023-12-19,2023-11-27,WFC,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,
Shelley Moore Capito,2023-12-19,2023-11-27,SHEL,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,
A. Mitchell Jr. McConnell,2023-12-18,2023-12-05,WFC,Purchase,"$1,001 - $15,000",Senate,1001.0,R,
Michael C. Burgess,2023-12-18,2023-12-08,BX,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
Michael C. Burgess,2023-12-18,2023-12-08,VLO,Purchase,"$15,001 - $50,000",Representatives,15001.0,R,
Michael C. Burgess,2023-12-18,2023-12-08,PANW,Purchase,"$15,001 - $50,000",Representatives,15001.0,R,
Michael C. Burgess,2023-12-18,2023-12-08,BX,Purchase,"$15,001 - $50,000",Representatives,15001.0,R,
Michael C. Burgess,2023-12-18,2023-12-08,ABBV,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
Michael C. Burgess,2023-12-18,2023-12-06,CME,Sale,"$15,001 - $50,000",Representatives,15001.0,R,
Tommy Tuberville,2023-12-15,2023-11-22,MDLZ,Purchase,"$1,001 - $15,000",Senate,1001.0,R,
Tommy Tuberville,2023-12-15,2023-11-21,CLF,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,
Tommy Tuberville,2023-12-15,2023-11-21,KEY,Purchase,"$15,001 - $50,000",Senate,15001.0,R,
Tommy Tuberville,2023-12-15,2023-11-21,FGBI,Sale (Full),"$15,001 - $50,000",Senate,15001.0,R,
Tommy Tuberville,2023-12-15,2023-11-20,ABBV,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,
Tommy Tuberville,2023-12-15,2023-11-16,BMY,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,
Tommy Tuberville,2023-12-15,2023-11-15,MCHP,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,
Tommy Tuberville,2023-12-15,2023-11-15,AMAT,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,
Tommy Tuberville,2023-12-15,2023-11-14,OXY,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,
Tommy Tuberville,2023-12-15,2023-11-14,OXY,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,
Tommy Tuberville,2023-12-15,2023-11-09,MSFT,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,
Tommy Tuberville,2023-12-15,2023-11-09,CLF,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,
Tommy Tuberville,2023-12-15,2023-11-07,X,Purchase,"$1,001 - $15,000",Senate,1001.0,R,
John Curtis,2023-12-15,2023-12-04,ABT,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,NVDA,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,FI,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,HLT,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,CMG,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,TXN,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,PANW,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,VLO,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,BSX,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,CAT,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,BLK,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,COST,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,GOOG,Sale,"$15,001 - $50,000",Representatives,15001.0,R,
John Curtis,2023-12-15,2023-12-04,DHR,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,PG,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,JPM,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,KO,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,BRK.B,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,LRCX,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,TMO,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,UNP,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,AZO,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,HD,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,KLAC,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,CVX,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,PEP,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,V,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,SHW,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,MSFT,Sale,"$15,001 - $50,000",Representatives,15001.0,R,
John Curtis,2023-12-15,2023-12-04,AXP,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,SBUX,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,DE,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
John Curtis,2023-12-15,2023-12-04,EW,Sale,"$1,001 - $15,000",Representatives,1001.0,R,
Debbie Dingell,2023-12-14,2023-12-05,MDT,Purchase,"$15,001 - $50,000",Representatives,15001.0,D,
John Boozman,2023-12-12,2023-11-29,TLT,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2023-12-12
John Boozman,2023-12-12,2023-11-29,SHY,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-12-12
John Boozman,2023-12-12,2023-11-08,TLH,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-12-12
John Boozman,2023-12-12,2023-11-07,CMBS,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2023-12-12
John Boozman,2023-12-12,2023-11-07,GIGB,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2023-12-12
John Boozman,2023-12-12,2023-11-07,GBIL,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2023-12-12
John Boozman,2023-12-12,2023-11-07,AGZ,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2023-12-12
John Boozman,2023-12-12,2023-11-07,TLT,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-12-12
John Boozman,2023-12-12,2023-11-07,SHY,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2023-12-12
John Boozman,2023-12-12,2023-11-07,MBB,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-12-12
John Boozman,2023-12-12,2023-11-07,JMBS,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-12-12
Shelley Moore Capito,2023-12-11,2023-11-30,MSFT,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2023-12-11
Sheldon Whitehouse,2023-12-07,2023-11-29,VLTO,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D,2023-12-08
Sheldon Whitehouse,2023-12-07,2023-11-29,VLTO,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D,2023-12-08
Sheldon Whitehouse,2023-12-07,2023-11-29,VLTO,Sale (Full),"$1,001 - $15,000",Senate,1001.0,D,2023-12-08
Sheldon Whitehouse,2023-12-07,2023-11-16,KMB,Sale (Full),"$50,001 - $100,000",Senate,50001.0,D,2023-12-08
Sheldon Whitehouse,2023-12-07,2023-11-08,CELH,Purchase,"$1,001 - $15,000",Senate,1001.0,D,2023-12-08
Tina Smith,2023-11-20,2023-11-16,AORT,Purchase,"$50,001 - $100,000",Senate,50001.0,D,2023-11-20
Tina Smith,2023-11-20,2023-11-10,AORT,Purchase,"$50,001 - $100,000",Senate,50001.0,D,2023-11-20
Tina Smith,2023-11-20,2023-11-08,TCMD,Purchase,"$100,001 - $250,000",Senate,100001.0,D,2023-11-20
Tommy Tuberville,2023-11-16,2023-10-31,KMB,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-31,HPQ,Sale (Full),"$15,001 - $50,000",Senate,15001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-31,CLX,Sale (Partial),"$15,001 - $50,000",Senate,15001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-31,CLX,Sale (Partial),"$100,001 - $250,000",Senate,100001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-31,CLF,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-31,CLX,Sale (Partial),"$15,001 - $50,000",Senate,15001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-31,CLX,Sale (Partial),"$15,001 - $50,000",Senate,15001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-31,CLF,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-31,CLX,Sale (Full),"$50,001 - $100,000",Senate,50001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-31,CLX,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-31,CLX,Sale (Partial),"$15,001 - $50,000",Senate,15001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-31,KMB,Sale (Full),"$100,001 - $250,000",Senate,100001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-30,HPQ,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-25,CLX,Purchase,"$100,001 - $250,000",Senate,100001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-23,HPQ,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-23,HPQ,Sale (Full),"$15,001 - $50,000",Senate,15001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-23,CLF,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-18,CLF,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,KO,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,MMM,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,KO,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,KO,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,AMAT,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,TSLA,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,GGG,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,RMD,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,WMS,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,TXN,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,TXN,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,TXN,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,NXPI,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,MMC,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,WU,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,MPWR,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,ITW,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,SCCO,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,AMAT,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,FTNT,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,ABBV,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,TXN,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,MNST,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,AON,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,MCHP,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,TSLA,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
Tommy Tuberville,2023-11-16,2023-10-17,BMY,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2023-11-17
